"Product","Category","Brand","Price"
Stiiizy | Flower 3.5G | H | Black Cherry (B),Eighths,Stiiizy,32
Turn | Dispo 1g | Gelato Paradiso,Disposables,Turn,38
Plug n Play | Battery | Blue,Accessories,Plug N Play,20
COTC | LR Dispo .5G | I | Georgia Peaches,Disposables,Cream Of The Crop (COTC),35
COTC | LR Dispo .5G | H | Oompa Loompa,Disposables,Cream Of The Crop (COTC),35
Halfpipe | Flower 3.5g | I | Gelato Cake,Eighths,Halfpipe,15
COTC | Flower 3.5g | H | Spritzer,Eighths,Cream Of The Crop (COTC),50
WCTC | Gummies 20mg | I | Peach Passion (BDAY),Gummies,West Coast Trading Company (WCTC),0.01
Autumn Brands | Flower 7g | I | LA Pop Rockz,Quarters,Autumn Brands,40
Hi |  Flavorade Cart 1g | H | Lime Gushers,Cartridges,Hi,43
Holy Water | LR Cart 1g | H | Pineapple Pez,Cartridges,Holy Water,50
Heavy Hitters | IND Pre-Rolls .5g (3pk) | I | First Class Funk,Pre-Rolls,Heavy Hitters,38
Heavy Hitters | IND Pre-Roll 1g | S | Vanilla Kush,Pre-Rolls,Heavy Hitters,25
Hashish | CC Live Rosin 1g | Grapes N' Cream (W),Concentrate,Hashish,50
Dabwoods | Pod 1g | H | Banana OG,Cartridges,Dabwoods,40
Nasha | Onyx Pressed Live Hash 1.2g | Moroccan Peaches,Concentrate,Nasha,40
High 90's | Pre-Roll 1.5g | H | Carbon Fiber,Pre-Rolls,High 90's,20
Microbar | Dispo 1g | I | Blueberry Kush,Disposables,Microbar,32
WCC | Flower 3.5g | I | Biscotti,Eighths,West Coast Cure (WCC),25
WCC | Flower 3.5g | S | Grapefruit,Eighths,West Coast Cure (WCC),25
EV | INF Pre-Rolls .5g (2pk) | Pink Certz,Pre-Rolls,Ember Valley,15
Rollers D | Pre-Rolls .5g (7pk) | H | White Tahoe Cookies,Pre-Rolls,Rollers Delight,30
Rollers D | Pre-Rolls .5g (7pk) | S | Hawaiian Dream,Pre-Rolls,Rollers Delight,30
Bloom | Surf LR Dispo .5g | I | Dosi Punch (Promo),Disposables,Bloom,0.01
CBX | Rosin 1G | T1 | H | Cereal Milk,Concentrate,Cannabiotix (CBX),60
CBX | Terp Sugar 1g | H | Glue Flame,Concentrate,Cannabiotix (CBX),35
Jeeter | IN Pre-Roll 2g | S | Mimosa,Pre-Rolls,Jeeter,39
Preferred Gardens | Flower 3.5g | Caramel Corn,Eighths,Preferred Gardens,32
Josh Wax | Gummies 100mg | Pineapple,Gummies,Josh Wax,25
Sauce | Dispo 1g | H | Sunset Gelato,Disposables,Sauce,30
Lift Tickets | Rolling Papers w/ Glass Tips | H | Lemon Cherry Gelato,Pre-Rolls,Lift Tickets,18
CLSICS | LR Dispo 1g | H | Tropicana Punch,Disposables,CLSICS,50
710 | LRO Badder 1g (T2) | Queens Zugar Cookie #9,Concentrate,710 Labs,63
Jeeter Juice | Dispo .5g | H | Cherry On Top,Disposables,Jeeter,40
Camino | Gummies 100mg | Passionfruit Punch,Gummies,Camino,30
Hi | Terp IN Pre-roll 1g | H | Watermelon Mimosa,Pre-Rolls,Hi,6
Cure Company | PG Flower 14g | Masters Mistress,Halves,Cure Company,45
CLSICS | LRO Dispo 1g | S | Pink Lemon-Up,Disposables,CLSICS,50
COTC | SM Flower 14g | S | Vivrant thing,Halves,Cream Of The Crop (COTC),120
Pearl Pharma | Badder 1g | Slurty,Concentrate,Pearl Pharma,18
Made | Flower 3.5g | H | Breeze,Eighths,Made,55
L.A.FF | Hash Hole 2g | Zamosa,Pre-Rolls,LA Family Farms,55
Dabwoods | Starter Kit 1g | S | Maui Wowie,Cartridges,Dabwoods,45
EV | PG Flower 14g | I | Tiger King,Halves,Ember Valley,50
Hashish | HH Pre-Roll 1.6g | I | Strawberry Kush,Pre-Rolls,Hashish,38
High 90's | IN Pre-Rolls 0.5g (5pk) | H | Cherry Boppers,Pre-Rolls,High 90's,35
High 90's | IN Pre-Rolls 0.5g (5pk) | I | Nineties OG,Pre-Rolls,High 90's,35
Wulf | Cartridge Vaporizer | Recon 4G | Assorted Colors,Accessories,West Coat Hookah & Glass,40
Trilogy 710 | Live Rosin 1g | Flambe,Concentrate,,70
Trilogy 710 | Live Rosin 1g | Shirley Temple,Concentrate,,70
710 | PRO Pod .5g | Tropicanna Grape Cake #11,Cartridges,710 Labs,79
710 | Persy Sauce 1g | Lemon Heads #4,Concentrate,710 Labs,95
Hashish | Pure RSO Oil 1g | Master Kush,Wellness,Hashish,33
Holy Water | Split Jar 1g | LRO Tally Banana + Donny Burger,Concentrate,Holy Water,50
Master Makers | LRO Diamonds 1g | Tropicana Cherry,Concentrate,Master Maker,57
Claybourne | SM Flower 28g | S | Blue Dream,Ounces,Claybourne Co.,200
Autumn Brands | Pre-Roll Mini 10pk | S | Purple Papaya,Pre-Rolls,Autumn Brands,30
Vibes | Organic Hemp Cones (20pk) | King Size,Accessories,,14
Cure Company | Lifts Pre-roll (5pk) | S | Papaya,Pre-Rolls,Cure Company,48
Heavy Hitters | AIO .3g | S | Strawberry Cough,Disposables,Heavy Hitters,30
Boutiq | LLD Dual Dispo 1g | S | ST x Sour Slush,Disposables,Boutiq,28
High Power | Tincture 1000mg (4pk) | Salted Caramel (6.8oz),Tinctures,High Power,50
Bic | Mini Lighter,Accessories,West Coat Hookah & Glass,2
Errl Hill | LRO 1g | Gazolina,Concentrate,Errl Hill,45
Paper Planes | CR Cart 1g | Zafari,Cartridges,Paper Planes,25
710 | Pre-Roll 1g | Queens Zugar Cookie #1,Pre-Rolls,710 Labs,23
Pearl Pharma | Flower 3.5g | Sour Cheese,Eighths,Pearl Pharma,40
L.A.FF | Hash Hole 2g | Honey Banana,Pre-Rolls,LA Family Farms,55
Decibel | Flower 3.5g | I | Cosmic Banana,Eighths,Decibel Gardens,65
COTC | Flower 14g | I | Purple Kush,Halves,Cream Of The Crop (COTC),120
Team Elite G | SLV Rosin 1G | I | Peach a la Mode,Concentrate,Team Elite Genetics,75
Dank Donuts | INF Pre-Roll 2g | OG Kush x Zkittles,Pre-Rolls,Dank Donuts,38
Raw Garden | IN Pre-Roll 3pk | I | Kaleidoscope Cookies,Pre-Rolls,Raw Garden,25
Raw Garden | IN Pre-Roll 3pk | H | 4 A.M. Kush,Pre-Rolls,Raw Garden,25
Raw Garden | SVL Live Rosin 1g | I | OG Squeeze,Concentrate,Raw Garden,45
Plug n Play | DNA | JP Dispo 1g | I | Sugar Daddy Purple,Disposables,Plug N Play,55
Pacific Stone | Pre-Rolls .5g (2pk) | S | Blue Dream (GO PROMO),Pre-Rolls,Pacific Stone,0.01
LIME | IN Mini Pre-Roll .6g | S | Maui Wowie (Promo),Pre-Rolls,LIME,1
Made | Pre-Roll 1g | H | Island Dreamer,Pre-Rolls,Made,15
WCC | Cart 1g | S | Lemon Burst,Cartridges,West Coast Cure (WCC),25
Trilogy 710 | Live Rosin 1g | Black Garlic,Concentrate,Trilogy 710,70
Raw Garden | LR Cart 1g | I | Larry's Breath,Cartridges,Raw Garden,45
Wizard Trees | Flower 3.5g | Wizzy,Eighths,Wizard Trees,62
Wizard Trees | Flower 3.5g | Zoza,Eighths,Wizard Trees,62
Autumn Brands | Flower 28G | S | Illemonati,Ounces,Autumn Brands,120
Yummi Karma | Tincture 30mL | 30:1 Just Peachy,Tinctures,Yummy Karma,45
Yummi Karma | Tincture 30mL | 10:10:1 Dragonfruit,Tinctures,Yummy Karma,40
Yummi Karma | Tincture 1000mg | Blue Raspberry,Tinctures,Yummy Karma,45
Yummi Karma | Tincture 1000mg | Beauty Sleep CBD,Tinctures,Yummy Karma,45
Yummi Karma | Tincture 1000mg | Lights Out,Tinctures,Yummy Karma,45
Yummi Karma | Tincture 1000mg | Wicked Apple,Tinctures,Yummy Karma,45
Yummi Karma | Tincture 30mL | Stay Lifted,Tinctures,Yummy Karma,30
Yummi Karma | Tincture 30mL | 2:1 Mood Magic,Tinctures,Yummy Karma,30
Yummi Karma | Tincture 30mL | 2:1 Mood Magic (Sample),Tinctures,Yummy Karma,0.01
Yummi Karma | Tincture 30mL | Drift Away,Tinctures,Yummy Karma,30
Yummi Karma | Tincture 30mL | Stay Lifted (Sample),Tinctures,Yummy Karma,0.01
Yummi Karma | Tincture 30mL | Drift Away (Sample),Tinctures,Yummy Karma,0.01
Yummi Karma | Tincture 1000mg | Birthday Cake,Tinctures,Yummy Karma,45
Yummi Karma | Tincture 30mL | 6:3:1 Love Potion,Tinctures,Yummy Karma,40
Yummi Karma | Tincture 30mL | 10:8:2 Tasty Taro,Tinctures,Yummy Karma,40
Top Secret | Live Diamonds 1g | H | Ice Cream Sherbert,Concentrate,,17
Top Secret | Live Diamonds 1g | I | Grease Bucket,Concentrate,,17
Top Secret | Live Diamonds 1g | I | Purple Pie Hoe,Concentrate,,17
Top Secret | Live Resin 1g | S | Pink Papaya,Concentrate,,17
Top Secret | Live Resin 1g | I | Triangle Mints,Concentrate,,17
Top Secret | Live Badder 1g | I | White Truffle,Concentrate,,17
Top Secret | Live Badder 1g | S | Lemon Cream,Concentrate,,17
Top Secret | Live Badder 1g | I | Cherry Bomb,Concentrate,,17
Pure Beauty | Black Battery 510 Thread (Sample),Accessories,Pure Beauty,0.01
EV | RV Flower 14g | S | Sour Diesel,Halves,Ember Valley,102
EV | Flower 14g | S | Northern Fire,Halves,Ember Valley,120
CANN | Bev 4mg | Grapefruit Rosemary 6pk,Beverages,CANN,42
Pacific Stone | Flower 14g | S | Starberry Cough,Halves,Pacific Stone,65
Pacific Stone | Flower 28G | S | Blue Dream,Ounces,Pacific Stone,120
Time Machine | Flower 28g | Cereal Milk,Ounces,Time Machine,95
Big Pete's | Mini Cookies 100mg | I | Double Chocolate Chip,Edibles,Big Pete's,20
Big Pete's | Crispy Marshmallow Treat 100mg | I | Original,Edibles,Big Pete's,20
Dr. Norms | Rice Crispy Treat 100mg | Chocolate,Edibles,Dr. Norms,20
Autumn Brands | Tincture 30ml | Thrive Elixir,Wellness,Autumn Brands,50
LEVEL | Hashtabs 100mg (10pk) | Indica,Edibles,Level,76
LEVEL | Protabs 25mg (40pk) | Hybrid Refill Pk,Edibles,Level,86
CLSICS | LRO Cart 1g | I | Velvet Dream,Cartridges,CLSICS,50
P&B | CC Gummies 100mg | Guava Passion Fruit CBD (1:1),Edibles,Papa & Barkley (P&B),23
P&B | Body Oil 60ml | CBD/THC (1:3),Wellness,Papa & Barkley (P&B),50
P&B | Gummies 100mg | Papaya Punch,Edibles,Papa & Barkley (P&B),28
Stiiizy | Gummy 100mg | Caribbean Breeze,Gummies,Stiiizy,14
Stiiizy | Gummy 100mg | Sour Apple,Gummies,Stiiizy,14
SunSmoke | Pre Ground 14g | Sativa,Halves,SunSmoke,25
PAX | LRO Pod 1g | Blue Dream,Cartridges,Pax,60
LIME | IN Mini Pre-Rolls .6g (5pk) | S | Pineapple Express,Pre-Rolls,LIME,30
Turn | Dispo 1g | Neon Nectar,Disposables,Turn,38
Turn | Pod 1g | Gelato Paradiso,Cartridges,Turn,35
Turn | Pod 1g | Gone Bananas,Cartridges,Turn,35
De La Bo | Pre-Rolls .5g (6pk) | S | Tropicana Cookies,Pre-Rolls,De La Bo,40
Pacific Stone | Flower 28G | H | 805 Glue,Ounces,Pacific Stone,120
Pacific Stone | Flower 14g | I | Wedding Cake,Halves,Pacific Stone,65
Pacific Stone | Flower 28G | I | PR OG,Ounces,Pacific Stone,120
Elements | Papers Ultra Thin (50 pk) | 1 1/4 Size,Accessories,West Coat Hookah & Glass,2
EV | Flower 3.5g | H | LA Runtz,Eighths,Ember Valley,45
Autumn Brands | Flower 14G | I | Smackers,Halves,Autumn Brands,60
CLSICS | INH Pre-Roll 0.3g (10pk) | I | Ghost Vapor,Pre-Rolls,CLSICS,45
LIME | IN Mini Pre-Roll .6g | I | Alien Gas (PROMO),Pre-Rolls,LIME,0.01
P&B | Balm Stick 30mL | THC,Wellness,Papa & Barkley (P&B),50
Pearl Pharma | Badder 1g | Jet Mints,Concentrate,Pearl Pharma,18
WCC | CB AIO 1g | I | Gas OG,Disposables,West Coast Cure (WCC),35
Time Machine | Flower 14g | GG4,Halves,Time Machine,65
Time Machine | Flower 28g | GG4,Ounces,Time Machine,95
Time Machine | Flower 28g | I | GMO,Ounces,Time Machine,95
Time Machine | Pre-Rolls .5g (28pk) | Cereal Milk,Pre-Rolls,Time Machine,68
EV | RV Flower 7g | I | GSC,Quarters,Ember Valley,50
Autumn Brands | Pre-Roll 6pk | I | Standin' On Business,Pre-Rolls,Autumn Brands,25
Team Elite G | Flower 3.5g | H | MAC,Eighths,Team Elite Genetics,60
High 90's | Pre-Roll 1.5g | Nineties OG,Pre-Rolls,High 90's,20
Plug n Play | EXO | Cart 1g | Grape Ape Soda,Cartridges,Plug N Play,43
High 90's | Pre-Roll 1.5g | Gelato 33,Pre-Rolls,High 90's,20
Just J | Dispo 1g | H | Cereal Milk (Sample),Disposables,Just J,0.01
CBX | Pre-Roll 0.75g | Casino Kush,Pre-Rolls,Cannabiotix (CBX),15
COTC | LR Badder 1g | I | COTC OG,Concentrate,Cream Of The Crop (COTC),35
Pure Beauty | LRO Cart 1g | I | Sweet Sour Purple Punch,Cartridges,Pure Beauty,56
Team Elite G | SLV Rosin 1g | Dump Truck,Concentrate,Team Elite Genetics,75
Dabwoods | Starter Kit 1g | H | Gush Bomb,Cartridges,Dabwoods,45
Lost Farms | LRE Gummies 100mg | I | CBN Black Raspberry,Gummies,Lost Farms,25
L.A.FF | Fusionz Pre-Roll 2g | H | Rainbow Icee x Zelicious,Pre-Rolls,LA Family Farms,30
Holy Water | Split Jar 1g | I | LRO Trop Cherry Z + Kiwi Breath,Concentrate,Holy Water,50
WCC | IN Pre-Roll 1.2g | I | Gelato,Pre-Rolls,West Coast Cure (WCC),19
710 | Pre-Roll 1g | C. Chrome #27,Pre-Rolls,710 Labs,23
URSA | LResin Cart 1g | H | Mountain Mint,Cartridges,Ursa,48
COTC | LR Badder 1g | S | Dragon Spritz,Concentrate,Cream Of The Crop (COTC),35
Punch | LRO Badder 1g | T1 | Pink Cutiezz,Concentrate,Punch,68
COTC | LR Dispo .5G | I | Pave Runtz,Disposables,Cream Of The Crop (COTC),35
COTC | LR Dispo .5G | S | Jack Herer,Disposables,Cream Of The Crop (COTC),35
COTC | LR Badder 1g | I | Gelato Grape Pie,Concentrate,Cream Of The Crop (COTC),35
URSA | Live Badder 1g | S | Str8 Lemonade,Concentrate,Ursa,35
Kush Cups | Ground Coffee 100MG | Dark Roast,Beverages,Kush Cups,20
Hi x Ape | LR Dispo 1g | Guava,Disposables,Hi,35
Hi x Ape | LR Dispo 1g | Super Silver Haze,Disposables,Hi,35
Kushy Punch | Gummy 100mg | H | Blue Raspberry (Promo),Gummies,Kushy Punch,0.01
Mary's Medicinals | Oil 1:1 | The Remedy,Wellness,Mary's Medicinals,50
P&B | Gummies 100mg | Grape Pie x Animal Cookies,Edibles,Papa & Barkley (P&B),28
Stoned Goods | Flower 14g | H | Sweet Savage,Halves,Stoned Goods,70
Stoned Goods | Flower 14g | H | Daddy Issuez,Halves,Stoned Goods,70
Microbar | Dispo 1g | S | Blackberry Slush,Disposables,Microbar,32
Rollers D | Pre-Rolls .5g (7pk) | I | Mango OG,Pre-Rolls,Rollers Delight,30
Moods x HW | Oral Spray 700mg | S | Lemon Pave,Edibles,Moods,45
710 | Pre-Roll 1g | Z,Pre-Rolls,710 Labs,23
710 | LRO 1st Press 1g (T1) | Rick Jamez #3,Concentrate,710 Labs,79
Up Hill | Flower 3.5g | White Ash,Eighths,Up Hill,75
EV | Flower 3.5g | I | Dirty Banana (Promo),Eighths,Ember Valley,0.01
Cure Company | PG Flower 14g | H | Curelato Runtz,Halves,Cure Company,45
Bang 4 Buck | Honey Budder 1g | I | Rainbow Marker,Concentrate,Bang 4 Buck,23
Almora Farm | 14pk Preroll | S | Grapefruit,Pre-Rolls,Almora Farm,45
Holy Smokes | INH Hole 2g | Peanut Butter Breath,Pre-Rolls,Holy Water,50
Almora Farm | 14pk Preroll | H | Fatso,Pre-Rolls,Almora Farm,45
High 90's | IN Pre-Rolls 0.5g (5pk) | S | Lemon Haze,Pre-Rolls,High 90's,35
CANN | Bev 5mg (4pk) | Hi Boys Pineapple Jalapeno,Beverages,CANN,30
Kush Co | Flower 3.5g | H | Double Down OG,Eighths,Kush Co.,60
Team Elite G | Pre-Roll 1g | H | Banana Cup,Pre-Rolls,Team Elite Genetics,17
Trilogy 710 | Live Rosin 1g | Sour Peaches,Concentrate,,70
ColdFire | Cart 1g | Lemon Cherry Pie x Dosidos,Cartridges,ColdFire,54
Rollers D | PG Flower 28g | S | Sonic Screwdriver,Ounces,Rollers Delight,50
Wizard Trees | Flower 3.5g | Limelight,Eighths,Wizard Trees,62
Jeeter Juice | Dispo .5g | I | In Da Couch,Disposables,Jeeter,40
MVN | Flower 3.5g | I | 98 Reserve,Eighths,Maven (MVN),50
Raw | Classic Cones (3pk) | Black King Size,Accessories,Raw,3
Cure Company | Pre-Roll 1g | I | SFV OG,Pre-Rolls,Cure Company,11
Cure Company | Pre-Roll 1g | H | Zkittles,Pre-Rolls,Cure Company,11
Cure Company | Lifts Pre-roll (5pk) | H | Skywalker OG,Pre-Rolls,Cure Company,48
Heavy Hitters | Cart 1g | H | Banana Punch,Cartridges,Heavy Hitters,57
Hashish | Live Temple Ball 1g | Trop Z (B),Concentrate,Hashish,35
Pistil Whip | LRO Badder 1g | Strawberry Kiwi,Concentrate,Pistil Whip,45
Boutiq | LLD Dual Dispo 1g | I | Pink Z x Pluto,Disposables,Boutiq,28
Nasha | Green Unpressed Hash 1.2g | Amarillo (SAMPLE),Concentrate,Nasha,0.01
Nasha | Red Pressed Hash 1.2g | Grape Fog (SAMPLE),Concentrate,Nasha,0.01
High Power | Tincture 1000mg (4pk) | French Vanilla (6.8oz),Tinctures,High Power,50
Hashish | CC Live Rosin 1g | Chem Driver (W),Concentrate,Hashish,50
Errl Hill | LR 1g | Cookies N' Cream,Concentrate,Errl Hill,23
710 | RSO Oil 1g | PS #7 + Super Freak,Wellness,710 Labs,38
710 | Pre-Roll 1g | Randy Watzon #13,Pre-Rolls,710 Labs,23
PAX | LRO Dispo 1g | I | Guava Gelato,Disposables,Pax,60
Pearl Pharma | SM Flower 7g | Double Bubble,Quarters,Pearl Pharma,50
EV | Darts Preroll 1g | H | Zafari (B-Day),Pre-Rolls,Ember Valley,0.01
Stoned Goods | Flower 14g | H | Creamy Grapes,Halves,Stoned Goods,70
WCC | Flower 28g | S | Londonchello,Ounces,West Coast Cure (WCC),120
Raw Garden | IN Pre-Roll 3pk | S | Lemon Cream Cake,Pre-Rolls,Raw Garden,25
COTC | Secrets Pre-Rolls .5g (5pk) | H | Spritzer,Pre-Rolls,Cream Of The Crop (COTC),35
Pacific Stone | Pre-Rolls .5g (2pk) | H | MVP Cookies (GO PROMO),Pre-Rolls,Pacific Stone,0.01
WCTC | Sugar 1g | H | Melonade,Concentrate,West Coast Trading Company (WCTC),15
Turn | Dispo 2g | S | Cactus Cooler,Disposables,Turn,49
Raw Garden | Live Sauce 1g | S | Slymer,Concentrate,Raw Garden,30
WHOA | Gummy 100mg | Grape (1:1:1) (GRN OPN),Gummies,WHOA,0.01
De La Bo | Pre Roll .5g | Sour Diesel (GRN OPN),Pre-Rolls,De La Bo,0.01
WHOA | Gummies 100mg | Tangerine (GRN OPN),Gummies,WHOA,0.01
Team Elite G | SLV Rosin 1G | H | Cup Holder,Concentrate,Team Elite Genetics,75
Team Elite G | SLV Rosin 1G | H | Pineapple Cup,Concentrate,Team Elite Genetics,75
Team Elite G | SLV Rosin 1G | H | Freeze Cup,Concentrate,Team Elite Genetics,75
Top Secret | Live Resin 1g | I | Bubblegum Gelato,Concentrate,,17
Seed Junky | Flower 3.5G | Permanent Paradize,Eighths,Seed Junky,40
CANN | Bev 4mg | Blood Orange Cardamom 6pk,Beverages,CANN,42
Time Machine | Pre-Rolls .5g (28pk) | GG4,Pre-Rolls,Time Machine,68
Time Machine | Flower 28g | Blue Dream,Ounces,Time Machine,95
Camino | Chews 100mg | Orchard Apple,Edibles,Camino,25
Petra | Mints 100mg | CBD Cinnamon (1:1),Edibles,Petra,28
Punch | Gummies 100mg | Tropical Punch,Gummies,Punch,9
Big Pete's | Mini Cookies 100mg | I | Chocolate Chip,Edibles,Big Pete's,20
Big Pete's | Single Cookie 100mg | I | Peanut Butter,Edibles,Big Pete's,15
Autumn Brands | Cream 400MG | Nourishing Muscle & Joint Salve,Wellness,Autumn Brands,40
P&B | Choc 100mg | Caramel Filled Milk Chocolate,Chocolates,Papa & Barkley (P&B),25
P&B | Balm 50ml | 1:3 CBD/THC Releaf,Wellness,Papa & Barkley (P&B),68
WCC | Pre-Roll 1g | I | Skywalker OG,Pre-Rolls,West Coast Cure (WCC),12
Stiiizy | CDT 0.5G | Pod | S | Tropical Cookies,Cartridges,Stiiizy,25
Mary's Medicinals | TD Patch | Sativa (Sample),Wellness,Mary's Medicinals,0.01
Pacific Stone | Flower 28G | S | Starberry Cough,Ounces,Pacific Stone,120
Claybourne Co. | Small Flower 14g | S | Lemon Granita,Halves,Claybourne Co.,120
High 90's | Dispo 1g | Strawberry,Disposables,High 90's,50
Jetty | SVL Live Rosin 1g | I | GMO,Concentrate,Jetty,50
EV | Flower 3.5g | S | Sweet Jack,Eighths,Ember Valley,45
Josh Wax | Rosin Dispo .5g | I | Bon Voyage,Disposables,Josh Wax,70
Jeeter | IN Pre-Roll 2g | H | Pina Colada,Pre-Rolls,Jeeter,39
MVN | Flower 3.5g | I | Umami Butter,Eighths,Maven (MVN),50
Sauce | LR Gummies 100mg (2pk) | Strawberry Lemonade,Gummies,Sauce,10
Sauce | LRE Dispo 1g | S | Aloha Express,Disposables,Sauce,43
Presidential | Pre-Rolls .5g (3pk) | I | Watermelon,Pre-Rolls,Presidential,30
CBX | Flower 3.5g | Mountain Sage,Eighths,Cannabiotix (CBX),49
Stiiizy | CDT 0.5G | H | Jealousy,Cartridges,Stiiizy,25
COTC | Flower 3.5g | S | High C,Eighths,Cream Of The Crop (COTC),50
Time Machine | Flower 28g | Wedding Cake,Ounces,Time Machine,95
CBX | Flower 3.5g | L'Orange,Eighths,Cannabiotix (CBX),49
Everyday | Gummy 100mg | Juicy Watermelon,Gummies,Everyday Cannabis Co.,8
Autumn Brands | Tincture 30ml | Warrior Elixir,Wellness,Autumn Brands,41
High 90's | Pre-Roll 1.5g | I | Tropical Cookies,Pre-Rolls,High 90's,20
Dab Daddy | Flower 14g | I | Super Candy,Halves,Dab Daddy,70
Dab Daddy | Flower 3.5g | H | Frosted Donuts,Eighths,Dab Daddy,40
Team Elite G | SLV Rosin 1G | Monkey Bars,Concentrate,Team Elite Genetics,75
Dabwoods | AIO 1g | H | Magic Melons,Disposables,Dabwoods,45
Dabwoods | AIO 1g | I | Mothers Milk,Disposables,Dabwoods,45
Dab Daddy | Flower 14g | I | Frosted Donuts,Halves,Dab Daddy,70
Dab Daddy | Flower 3.5g | H | Julius Ceasar,Eighths,Dab Daddy,40
Decibel | Pre-Roll 1g | Cali-O x Miyazaki Mango (PROMO),Pre-Rolls,Decibel Gardens,0.01
Holy Smokes | INH Hole 2g | I | Grenda,Pre-Rolls,Holy Smokes,50
WCC | LRE Sugar 1g | I | Dosidos,Concentrate,West Coast Cure (WCC),23
Eyeelle | Flower 3.5G | S | Acapulco Gold,Eighths,Eyeelle,15
COTC | Pre-Rolls .5g (2pk) | H | Grandma's Cookies,Pre-Rolls,Cream Of The Crop (COTC),20
COTC | Pre-Rolls .5g (2pk) | I | Permanent Marker,Pre-Rolls,Cream Of The Crop (COTC),20
COTC | Flower 1G | S | Animal Style,Flower,Cream Of The Crop (COTC),18
COTC | LR Badder 1g | S | High C,Concentrate,Cream Of The Crop (COTC),35
Revelry | Pre-Roll 1G | S | Lost Coast Haze (PROMO),Pre-Rolls,Revelry,0.01
Revelry | Pre-Roll 0.5G (7PK) | H | Peanut Butter Cup,Pre-Rolls,Revelry,24
Kushy Punch | Gummy 100mg | I | Watermelon (4/20),Gummies,Kushy Punch,1
Holy Water | LR Cart 1g | I | Purple Creamsicle,Cartridges,Holy Water,50
Holy Smokes x Cream City | INH Hole 2g | I | Presidential,Pre-Rolls,Holy Smokes,50
P&B | Premium LRO 1g | Gargoyle Melon Berry,Concentrate,Papa & Barkley (P&B),70
Mary's Medicinals | TD Patch | CBN | Sleep (4/20),Wellness,Mary's Medicinals,0.01
LIME | LRE Budder 1g | H | Jealousy,Concentrate,LIME,25
EV | Pre-Rolls .7g (10pk) | H | Zerealz,Pre-Rolls,Ember Valley,38
Bloom Surf | AIO 1g | I | King Louis,Disposables,Bloom,35
Bloom Surf | LRO AIO .5g | H | Cereal Milk,Disposables,Bloom,16
Dabwoods | Pod 1g | I | Moonwalker Purps,Cartridges,Dabwoods,40
Josh Wax | Flower 3.5g | H | Agua Fresca,Eighths,Josh Wax,68
Josh Wax | Flower 14g | I | Midnight Funk,Halves,Josh Wax,250
PAX | LRO Pod 1g | I | GMO,Cartridges,Pax,60
Microbar | Dispo 1g | H | Peach Driver,Disposables,Microbar,32
Errl Hill | LR 1g | OGeeZ,Concentrate,Errl Hill,23
Errl Hill | LR 1g | Gazolina (Sample),Concentrate,Errl Hill,0.01
Rollers D | Pre-Rolls .5g (7pk) | H | Watermelon Mimosa,Pre-Rolls,Rollers Delight,30
Rollers D | Pre-Rolls .5g (7pk) | H | Funky Charms,Pre-Rolls,Rollers Delight,30
Rollers D | PG Flower 14g | I | Hippy Slayer,Halves,Rollers Delight,35
Moods x HW | Oral Spray 700mg | H | Pineapple Pez,Edibles,Moods,45
EV | SM Flower 7g | I | Tiger King,Quarters,Ember Valley,60
Cure Company | Pre-Roll 1g | H | Skywalker OG,Pre-Rolls,Cure Company,13
Hashish | Pure RSO Oil 1g | Afgoo,Wellness,Hashish,33
EV | Flower 1g | I | Tiger King,Flower,Ember Valley,10
Almora Farm | PLRE Cart 1g | H | Skywalker OG,Cartridges,Almora Farm,44
Almora Farm | LRE Cart 1g | S | Watermelon Dreamz,Cartridges,Almora Farm,28
Hashish | LH Topper 1g | Grape Ape,Concentrate,Hashish,25
Stiiizy | LRO Jam 1g | H | Grape Soda,Concentrate,Stiiizy,32
Stiiizy | LRO Badder 1g | S | Very Berry Blast,Concentrate,Stiiizy,32
710 | Pre-Roll 1g | Donny Burger,Pre-Rolls,710 Labs,23
PBR | Bev 10mg (4pk) | Mango Blood Orange (12oz),Beverages,PBR (Pabst),21
CBX | Terp Sugar 1g | Grand Master,Concentrate,Cannabiotix (CBX),35
Team Elite G | Hash Hole 2g | H | Banana Creme Pie,Pre-Rolls,Team Elite Genetics,55
710 | Pre-Roll 1g | Cherry Zest #4,Pre-Rolls,710 Labs,23
EV | INF Pre-Rolls .5g (2pk) | Gastro Pop (Promo),Pre-Rolls,Ember Valley,0.01
Lolo | Pre-Roll 1g | I | Dosi Breath,Pre-Rolls,Lolo,6
Claybourne | SM Flower 28g | H | Kush Cake,Ounces,Claybourne Co.,200
Cure Company | Pre-Roll 1g | H | Biscotti #2,Pre-Rolls,Cure Company,11
Cure Company | Lifts Pre-roll (5pk) | S | Sunny C,Pre-Rolls,Cure Company,48
Heavy Hitters | Cart 1g | S | Cannalope Haze,Cartridges,Heavy Hitters,57
Hashish | Live Temple Ball 1g | Sour OG (B),Concentrate,Hashish,35
High Power | Tincture 1000mg (4pk) | Grape (6.8oz),Tinctures,High Power,50
High Power | Tincture 1000mg (4pk) | Watermelon (6.8oz),Tinctures,High Power,50
Nameless | Flower 3.5g | Sour Runtz,Eighths,Nameless,55
710 | LRO Badder 1g (T2) | Super Freak,Concentrate,710 Labs,63
